cg22501393	0.0328047522242896
cg18895155	0.0115456812830001
cg27126442	0.114487763797901
cg15264255	0.0942257348886117
cg18464559	0.0180458877489704
cg20379125	0.0131486238784895
cg20226593	NA
cg12790134	0.21125589523112
cg07697569	0.0153857742350925
cg13613532	0.0283852695045162
cg13951948	0.0082795799384742
cg15759055	NA
cg06590533	0.0129299397677689
cg01805282	0.834535714300493
cg01732037	0.945063772314605
cg07378350	0.21350804822644
cg14072120	0.0354346277374704
cg18752854	0.511610735523438
cg26753137	0.0391855293404655
cg09495977	0.735367759934609
cg23043119	0.14972394407132
cg03135598	0.00885427974885994
cg02200584	0.0259699635198083
cg25304860	0.0527138557605475
cg04688368	0.0360296631239841
cg20437604	0.126073261505139
cg21010050	0.0141422564035628
cg23680518	0.404281450609093
cg25141490	0.613618404336373
cg18986713	0.00897412368280549
cg00706536	NA
cg14920846	0.102754295120757
cg10187559	0.14365152053126
cg06950730	0.804307649646842
cg21746887	0.0563949754010263
cg00615377	0.0519637026840933
cg20442709	0.033550553725287
cg04836428	NA
cg00240312	0.0121049204470431
cg10523494	NA
cg09223071	0.0222945690434575
cg00426963	0.0241424064812483
cg03691812	0.032176865465645
cg09018810	0.550313446345626
cg19694491	0.0167031861402175
cg22721186	0.13112495886293
cg08608800	0.0176728074674108
cg18809289	0.0739182284941361
cg13507429	0.243586985016274
cg12515371	0.900277741288588
cg23013392	0.0181088007547693
cg27546237	0.0813743804846497
cg08411435	0.105609649678553
cg02547138	0.0164047029325319
cg14298780	0.0207345258086207
cg15401952	0.594382864930578
cg12914014	0.1034616029569
cg11498740	0.029580987518334
cg18627852	0.0119273513728318
cg12149391	0.0214518499491091
cg16222568	0.912495957057915
cg21504918	0.529002997076366
cg21636577	0.832682843106028
cg05670275	0.0177760943405388
cg05376895	0.837978972332275
cg07483064	0.0183151131532601
cg18787975	0.0447445798186454
cg16220183	0.390301648345554
cg17533847	0.0100980136719784
cg17225169	0.922208328795639
cg12646585	0.0456253877566818
cg02715140	0.0134409513133791
cg08876932	0.613840110278428
cg15082782	NA
cg11738011	0.0146803265642654
cg24743310	0.936891300391732
cg14681055	0.367871490854276
cg03644378	0.0131152812310542
cg17380128	0.0195401054507994
cg25608949	0.176028066732561
cg17991347	0.309220130165948
cg10175795	0.619283604967148
cg09242772	0.00843082673973156
cg18956481	0.039384015108265
cg15831452	0.0220117140478784
cg22190090	0.0184338403015361
cg20967028	0.946534965402384
cg04483623	0.0161259510613706
cg16306115	0.75835184172056
cg04422896	0.0230413969013942
cg06545845	0.0194807040804295
cg21026663	0.77272188851331
cg06912252	0.678007723630875
cg05647526	0.0271042418451874
cg01795122	0.58318343421483
cg18576883	NA
cg05056120	0.652943948994427
cg22161874	0.907267757300637
